Daily Price,aapl,Daily Price,amd,Daily Price,amzn,Daily Price,ebay
1/2/2018 16:00:00,172.26,1/2/2018 16:00:00,10.98,1/2/2018 16:00:00,1189.01,1/2/2018 16:00:00,38.06
1/3/2018 16:00:00,172.23,1/3/2018 16:00:00,11.55,1/3/2018 16:00:00,1204.2,1/3/2018 16:00:00,39.22
1/4/2018 16:00:00,173.03,1/4/2018 16:00:00,12.12,1/4/2018 16:00:00,1209.59,1/4/2018 16:00:00,38.57
1/5/2018 16:00:00,175,1/5/2018 16:00:00,11.88,1/5/2018 16:00:00,1229.14,1/5/2018 16:00:00,39.69
1/8/2018 16:00:00,174.35,1/8/2018 16:00:00,12.28,1/8/2018 16:00:00,1246.87,1/8/2018 16:00:00,39.8
1/9/2018 16:00:00,174.33,1/9/2018 16:00:00,11.82,1/9/2018 16:00:00,1252.7,1/9/2018 16:00:00,39.53
1/10/2018 16:00:00,174.29,1/10/2018 16:00:00,11.96,1/10/2018 16:00:00,1254.33,1/10/2018 16:00:00,37.7
1/11/2018 16:00:00,175.28,1/11/2018 16:00:00,12.14,1/11/2018 16:00:00,1276.68,1/11/2018 16:00:00,37.81
1/12/2018 16:00:00,177.09,1/12/2018 16:00:00,12.02,1/12/2018 16:00:00,1305.2,1/12/2018 16:00:00,38.02
1/16/2018 16:00:00,176.19,1/16/2018 16:00:00,11.91,1/16/2018 16:00:00,1304.86,1/16/2018 16:00:00,37.68
1/17/2018 16:00:00,179.1,1/17/2018 16:00:00,12.18,1/17/2018 16:00:00,1295,1/17/2018 16:00:00,37.99
1/18/2018 16:00:00,179.26,1/18/2018 16:00:00,12.47,1/18/2018 16:00:00,1293.32,1/18/2018 16:00:00,38.74
1/19/2018 16:00:00,178.46,1/19/2018 16:00:00,12.59,1/19/2018 16:00:00,1294.58,1/19/2018 16:00:00,38.43
1/22/2018 16:00:00,177,1/22/2018 16:00:00,12.65,1/22/2018 16:00:00,1327.31,1/22/2018 16:00:00,39.58
1/23/2018 16:00:00,177.04,1/23/2018 16:00:00,12.94,1/23/2018 16:00:00,1362.54,1/23/2018 16:00:00,39.77
1/24/2018 16:00:00,174.22,1/24/2018 16:00:00,12.71,1/24/2018 16:00:00,1357.51,1/24/2018 16:00:00,39.82
1/25/2018 16:00:00,171.11,1/25/2018 16:00:00,12.41,1/25/2018 16:00:00,1377.95,1/25/2018 16:00:00,40.02
1/26/2018 16:00:00,171.51,1/26/2018 16:00:00,12.95,1/26/2018 16:00:00,1402.05,1/26/2018 16:00:00,40.89
1/29/2018 16:00:00,167.96,1/29/2018 16:00:00,13.32,1/29/2018 16:00:00,1417.68,1/29/2018 16:00:00,40.8
1/30/2018 16:00:00,166.97,1/30/2018 16:00:00,12.87,1/30/2018 16:00:00,1437.82,1/30/2018 16:00:00,40.4
1/31/2018 16:00:00,167.43,1/31/2018 16:00:00,13.74,1/31/2018 16:00:00,1450.89,1/31/2018 16:00:00,40.58
2/1/2018 16:00:00,167.78,2/1/2018 16:00:00,13.25,2/1/2018 16:00:00,1390,2/1/2018 16:00:00,46.19
2/2/2018 16:00:00,160.5,2/2/2018 16:00:00,12.45,2/2/2018 16:00:00,1429.95,2/2/2018 16:00:00,44.3
2/5/2018 16:00:00,156.49,2/5/2018 16:00:00,11.57,2/5/2018 16:00:00,1390,2/5/2018 16:00:00,42.37
2/6/2018 16:00:00,163.03,2/6/2018 16:00:00,11.65,2/6/2018 16:00:00,1442.84,2/6/2018 16:00:00,42.79
2/7/2018 16:00:00,159.54,2/7/2018 16:00:00,11.6,2/7/2018 16:00:00,1416.78,2/7/2018 16:00:00,42.33
2/8/2018 16:00:00,155.15,2/8/2018 16:00:00,11.22,2/8/2018 16:00:00,1350.5,2/8/2018 16:00:00,41.02
2/9/2018 16:00:00,156.41,2/9/2018 16:00:00,11.31,2/9/2018 16:00:00,1339.6,2/9/2018 16:00:00,41.66
2/12/2018 16:00:00,162.71,2/12/2018 16:00:00,11.68,2/12/2018 16:00:00,1386.23,2/12/2018 16:00:00,42.32
2/13/2018 16:00:00,164.34,2/13/2018 16:00:00,11.78,2/13/2018 16:00:00,1414.51,2/13/2018 16:00:00,42.15
2/14/2018 16:00:00,167.37,2/14/2018 16:00:00,12.2,2/14/2018 16:00:00,1451.05,2/14/2018 16:00:00,42.44
2/15/2018 16:00:00,172.99,2/15/2018 16:00:00,12.19,2/15/2018 16:00:00,1461.76,2/15/2018 16:00:00,43.01
2/16/2018 16:00:00,172.43,2/16/2018 16:00:00,11.82,2/16/2018 16:00:00,1448.69,2/16/2018 16:00:00,43.34
2/20/2018 16:00:00,171.85,2/20/2018 16:00:00,12.02,2/20/2018 16:00:00,1468.35,2/20/2018 16:00:00,43.39
2/21/2018 16:00:00,171.07,2/21/2018 16:00:00,11.72,2/21/2018 16:00:00,1482.92,2/21/2018 16:00:00,43.12
2/22/2018 16:00:00,172.5,2/22/2018 16:00:00,11.84,2/22/2018 16:00:00,1485.34,2/22/2018 16:00:00,42.83
2/23/2018 16:00:00,175.5,2/23/2018 16:00:00,12.07,2/23/2018 16:00:00,1500,2/23/2018 16:00:00,43.68
2/26/2018 16:00:00,178.97,2/26/2018 16:00:00,12.42,2/26/2018 16:00:00,1521.95,2/26/2018 16:00:00,43.83
2/27/2018 16:00:00,178.39,2/27/2018 16:00:00,12.53,2/27/2018 16:00:00,1511.98,2/27/2018 16:00:00,43.15
2/28/2018 16:00:00,178.12,2/28/2018 16:00:00,12.11,2/28/2018 16:00:00,1512.45,2/28/2018 16:00:00,42.86
3/1/2018 16:00:00,175,3/1/2018 16:00:00,11.9,3/1/2018 16:00:00,1493.45,3/1/2018 16:00:00,42.27
3/2/2018 16:00:00,176.21,3/2/2018 16:00:00,11.81,3/2/2018 16:00:00,1500.25,3/2/2018 16:00:00,42.95
3/5/2018 16:00:00,176.82,3/5/2018 16:00:00,11.91,3/5/2018 16:00:00,1523.61,3/5/2018 16:00:00,43.19
3/6/2018 16:00:00,176.67,3/6/2018 16:00:00,11.76,3/6/2018 16:00:00,1537.64,3/6/2018 16:00:00,43.14
3/7/2018 16:00:00,175.03,3/7/2018 16:00:00,12.24,3/7/2018 16:00:00,1545,3/7/2018 16:00:00,43.93
3/8/2018 16:00:00,176.94,3/8/2018 16:00:00,11.97,3/8/2018 16:00:00,1551.86,3/8/2018 16:00:00,43.68
3/9/2018 16:00:00,179.98,3/9/2018 16:00:00,11.7,3/9/2018 16:00:00,1578.89,3/9/2018 16:00:00,43.81
3/12/2018 16:00:00,181.72,3/12/2018 16:00:00,11.52,3/12/2018 16:00:00,1598.39,3/12/2018 16:00:00,43.9
3/13/2018 16:00:00,179.97,3/13/2018 16:00:00,11.64,3/13/2018 16:00:00,1588.18,3/13/2018 16:00:00,42.82
3/14/2018 16:00:00,178.44,3/14/2018 16:00:00,11.36,3/14/2018 16:00:00,1591,3/14/2018 16:00:00,42.83
3/15/2018 16:00:00,178.65,3/15/2018 16:00:00,11.46,3/15/2018 16:00:00,1582.32,3/15/2018 16:00:00,42.59
3/16/2018 16:00:00,178.02,3/16/2018 16:00:00,11.47,3/16/2018 16:00:00,1571.68,3/16/2018 16:00:00,42.46
3/19/2018 16:00:00,175.3,3/19/2018 16:00:00,11.43,3/19/2018 16:00:00,1544.93,3/19/2018 16:00:00,42.09
3/20/2018 16:00:00,175.24,3/20/2018 16:00:00,11.11,3/20/2018 16:00:00,1586.51,3/20/2018 16:00:00,41.96
3/21/2018 16:00:00,171.27,3/21/2018 16:00:00,11.26,3/21/2018 16:00:00,1581.86,3/21/2018 16:00:00,41.67
3/22/2018 16:00:00,168.85,3/22/2018 16:00:00,10.91,3/22/2018 16:00:00,1544.92,3/22/2018 16:00:00,40.58
3/23/2018 16:00:00,164.94,3/23/2018 16:00:00,10.63,3/23/2018 16:00:00,1495.56,3/23/2018 16:00:00,39.71
3/26/2018 16:00:00,172.77,3/26/2018 16:00:00,10.44,3/26/2018 16:00:00,1555.86,3/26/2018 16:00:00,41.01
3/27/2018 16:00:00,168.34,3/27/2018 16:00:00,10,3/27/2018 16:00:00,1497.05,3/27/2018 16:00:00,40.22
3/28/2018 16:00:00,166.48,3/28/2018 16:00:00,9.81,3/28/2018 16:00:00,1431.42,3/28/2018 16:00:00,40.11
3/29/2018 16:00:00,167.78,3/29/2018 16:00:00,10.05,3/29/2018 16:00:00,1447.34,3/29/2018 16:00:00,40.24
4/2/2018 16:00:00,166.68,4/2/2018 16:00:00,9.53,4/2/2018 16:00:00,1371.99,4/2/2018 16:00:00,39.36
4/3/2018 16:00:00,168.39,4/3/2018 16:00:00,9.55,4/3/2018 16:00:00,1392.05,4/3/2018 16:00:00,39.61
4/4/2018 16:00:00,171.61,4/4/2018 16:00:00,9.77,4/4/2018 16:00:00,1410.57,4/4/2018 16:00:00,39.79
4/5/2018 16:00:00,172.8,4/5/2018 16:00:00,10.02,4/5/2018 16:00:00,1451.75,4/5/2018 16:00:00,40.03
4/6/2018 16:00:00,168.38,4/6/2018 16:00:00,9.61,4/6/2018 16:00:00,1405.23,4/6/2018 16:00:00,39.09
4/9/2018 16:00:00,170.05,4/9/2018 16:00:00,9.53,4/9/2018 16:00:00,1406.08,4/9/2018 16:00:00,38.88
4/10/2018 16:00:00,173.25,4/10/2018 16:00:00,9.98,4/10/2018 16:00:00,1436.22,4/10/2018 16:00:00,39.59
4/11/2018 16:00:00,172.44,4/11/2018 16:00:00,9.82,4/11/2018 16:00:00,1427.05,4/11/2018 16:00:00,39.83
4/12/2018 16:00:00,174.14,4/12/2018 16:00:00,10.08,4/12/2018 16:00:00,1448.5,4/12/2018 16:00:00,40.53
4/13/2018 16:00:00,174.73,4/13/2018 16:00:00,9.93,4/13/2018 16:00:00,1430.79,4/13/2018 16:00:00,39.9
4/16/2018 16:00:00,175.82,4/16/2018 16:00:00,10.09,4/16/2018 16:00:00,1441.5,4/16/2018 16:00:00,40.19
4/17/2018 16:00:00,178.24,4/17/2018 16:00:00,10.52,4/17/2018 16:00:00,1503.83,4/17/2018 16:00:00,40.61
4/18/2018 16:00:00,177.84,4/18/2018 16:00:00,10.36,4/18/2018 16:00:00,1527.84,4/18/2018 16:00:00,41.75
4/19/2018 16:00:00,172.8,4/19/2018 16:00:00,10.11,4/19/2018 16:00:00,1556.91,4/19/2018 16:00:00,42.11
4/20/2018 16:00:00,165.72,4/20/2018 16:00:00,9.99,4/20/2018 16:00:00,1527.49,4/20/2018 16:00:00,42.2
4/23/2018 16:00:00,165.24,4/23/2018 16:00:00,10.04,4/23/2018 16:00:00,1517.86,4/23/2018 16:00:00,41.6
4/24/2018 16:00:00,162.94,4/24/2018 16:00:00,10.09,4/24/2018 16:00:00,1460.09,4/24/2018 16:00:00,41.18
4/25/2018 16:00:00,163.65,4/25/2018 16:00:00,9.71,4/25/2018 16:00:00,1460.17,4/25/2018 16:00:00,40.97
4/26/2018 16:00:00,164.22,4/26/2018 16:00:00,11.04,4/26/2018 16:00:00,1517.96,4/26/2018 16:00:00,38.68
4/27/2018 16:00:00,162.32,4/27/2018 16:00:00,11.11,4/27/2018 16:00:00,1572.62,4/27/2018 16:00:00,38.23
4/30/2018 16:00:00,165.26,4/30/2018 16:00:00,10.88,4/30/2018 16:00:00,1566.13,4/30/2018 16:00:00,37.88
5/1/2018 16:00:00,169.1,5/1/2018 16:00:00,11.13,5/1/2018 16:00:00,1582.26,5/1/2018 16:00:00,37.83
5/2/2018 16:00:00,176.57,5/2/2018 16:00:00,10.97,5/2/2018 16:00:00,1569.68,5/2/2018 16:00:00,37.18
5/3/2018 16:00:00,176.89,5/3/2018 16:00:00,10.93,5/3/2018 16:00:00,1572.08,5/3/2018 16:00:00,37.64
5/4/2018 16:00:00,183.83,5/4/2018 16:00:00,11.28,5/4/2018 16:00:00,1580.95,5/4/2018 16:00:00,38
5/7/2018 16:00:00,185.16,5/7/2018 16:00:00,11.59,5/7/2018 16:00:00,1600.14,5/7/2018 16:00:00,37.8
5/8/2018 16:00:00,186.05,5/8/2018 16:00:00,11.61,5/8/2018 16:00:00,1592.39,5/8/2018 16:00:00,38.1
5/9/2018 16:00:00,187.36,5/9/2018 16:00:00,11.95,5/9/2018 16:00:00,1608,5/9/2018 16:00:00,38.23
5/10/2018 16:00:00,190.04,5/10/2018 16:00:00,12.13,5/10/2018 16:00:00,1609.08,5/10/2018 16:00:00,38.5
5/11/2018 16:00:00,188.59,5/11/2018 16:00:00,11.95,5/11/2018 16:00:00,1602.91,5/11/2018 16:00:00,38.26
5/14/2018 16:00:00,188.15,5/14/2018 16:00:00,12.23,5/14/2018 16:00:00,1601.54,5/14/2018 16:00:00,38.39
5/15/2018 16:00:00,186.44,5/15/2018 16:00:00,12.45,5/15/2018 16:00:00,1576.12,5/15/2018 16:00:00,38.08
5/16/2018 16:00:00,188.18,5/16/2018 16:00:00,12.82,5/16/2018 16:00:00,1587.28,5/16/2018 16:00:00,38.35
5/17/2018 16:00:00,186.99,5/17/2018 16:00:00,12.82,5/17/2018 16:00:00,1581.76,5/17/2018 16:00:00,38.4
5/18/2018 16:00:00,186.31,5/18/2018 16:00:00,12.82,5/18/2018 16:00:00,1574.37,5/18/2018 16:00:00,38.4
5/21/2018 16:00:00,187.63,5/21/2018 16:00:00,12.99,5/21/2018 16:00:00,1585.46,5/21/2018 16:00:00,38.29
5/22/2018 16:00:00,187.16,5/22/2018 16:00:00,12.98,5/22/2018 16:00:00,1581.4,5/22/2018 16:00:00,37.77
5/23/2018 16:00:00,188.36,5/23/2018 16:00:00,13.1,5/23/2018 16:00:00,1601.86,5/23/2018 16:00:00,38.04
5/24/2018 16:00:00,188.15,5/24/2018 16:00:00,13.41,5/24/2018 16:00:00,1603.07,5/24/2018 16:00:00,37.79
5/25/2018 16:00:00,188.58,5/25/2018 16:00:00,13.54,5/25/2018 16:00:00,1610.15,5/25/2018 16:00:00,37.94
5/29/2018 16:00:00,187.9,5/29/2018 16:00:00,13.36,5/29/2018 16:00:00,1612.87,5/29/2018 16:00:00,37.53
5/30/2018 16:00:00,187.5,5/30/2018 16:00:00,13.82,5/30/2018 16:00:00,1624.89,5/30/2018 16:00:00,37.85
5/31/2018 16:00:00,186.87,5/31/2018 16:00:00,13.73,5/31/2018 16:00:00,1629.62,5/31/2018 16:00:00,37.72
6/1/2018 16:00:00,190.24,6/1/2018 16:00:00,14.4,6/1/2018 16:00:00,1641.54,6/1/2018 16:00:00,38.34
6/4/2018 16:00:00,191.83,6/4/2018 16:00:00,14.85,6/4/2018 16:00:00,1665.27,6/4/2018 16:00:00,39.07
6/5/2018 16:00:00,193.31,6/5/2018 16:00:00,14.85,6/5/2018 16:00:00,1696.35,6/5/2018 16:00:00,40.04
6/6/2018 16:00:00,193.98,6/6/2018 16:00:00,15.67,6/6/2018 16:00:00,1695.75,6/6/2018 16:00:00,39.95
6/7/2018 16:00:00,193.46,6/7/2018 16:00:00,14.89,6/7/2018 16:00:00,1689.3,6/7/2018 16:00:00,40.45
6/8/2018 16:00:00,191.7,6/8/2018 16:00:00,15.25,6/8/2018 16:00:00,1683.99,6/8/2018 16:00:00,40.29
6/11/2018 16:00:00,191.23,6/11/2018 16:00:00,15.73,6/11/2018 16:00:00,1689.12,6/11/2018 16:00:00,40.49
6/12/2018 16:00:00,192.28,6/12/2018 16:00:00,15.85,6/12/2018 16:00:00,1698.75,6/12/2018 16:00:00,40.45
6/13/2018 16:00:00,190.7,6/13/2018 16:00:00,16.32,6/13/2018 16:00:00,1704.86,6/13/2018 16:00:00,39.33
6/14/2018 16:00:00,190.8,6/14/2018 16:00:00,16.25,6/14/2018 16:00:00,1723.86,6/14/2018 16:00:00,39
6/15/2018 16:00:00,188.84,6/15/2018 16:00:00,16.34,6/15/2018 16:00:00,1715.97,6/15/2018 16:00:00,38.89
6/18/2018 16:00:00,188.74,6/18/2018 16:00:00,17.11,6/18/2018 16:00:00,1723.79,6/18/2018 16:00:00,38.86
6/19/2018 16:00:00,185.69,6/19/2018 16:00:00,16.69,6/19/2018 16:00:00,1734.78,6/19/2018 16:00:00,39.18
6/20/2018 16:00:00,186.5,6/20/2018 16:00:00,16.52,6/20/2018 16:00:00,1750.08,6/20/2018 16:00:00,39.26
6/21/2018 16:00:00,185.46,6/21/2018 16:00:00,15.65,6/21/2018 16:00:00,1730.22,6/21/2018 16:00:00,38.01
6/22/2018 16:00:00,184.92,6/22/2018 16:00:00,15.8,6/22/2018 16:00:00,1715.67,6/22/2018 16:00:00,38.09
6/25/2018 16:00:00,182.17,6/25/2018 16:00:00,15.11,6/25/2018 16:00:00,1663.15,6/25/2018 16:00:00,37.11
6/26/2018 16:00:00,184.43,6/26/2018 16:00:00,15.5,6/26/2018 16:00:00,1691.09,6/26/2018 16:00:00,37.07
6/27/2018 16:00:00,184.16,6/27/2018 16:00:00,14.97,6/27/2018 16:00:00,1660.51,6/27/2018 16:00:00,36.3
6/28/2018 16:00:00,185.5,6/28/2018 16:00:00,15.31,6/28/2018 16:00:00,1701.45,6/28/2018 16:00:00,36.14
6/29/2018 16:00:00,185.11,6/29/2018 16:00:00,14.99,6/29/2018 16:00:00,1699.8,6/29/2018 16:00:00,36.26
7/2/2018 16:00:00,187.18,7/2/2018 16:00:00,15.16,7/2/2018 16:00:00,1713.78,7/2/2018 16:00:00,36.67
7/3/2018 13:00:00,183.92,7/3/2018 13:00:00,15,7/3/2018 13:00:00,1693.96,7/3/2018 13:00:00,36.64
7/5/2018 16:00:00,185.4,7/5/2018 16:00:00,15.5,7/5/2018 16:00:00,1699.73,7/5/2018 16:00:00,37.03
7/6/2018 16:00:00,187.97,7/6/2018 16:00:00,16.36,7/6/2018 16:00:00,1710.63,7/6/2018 16:00:00,37.39
7/9/2018 16:00:00,190.58,7/9/2018 16:00:00,16.61,7/9/2018 16:00:00,1739.02,7/9/2018 16:00:00,37.91
7/10/2018 16:00:00,190.35,7/10/2018 16:00:00,16.55,7/10/2018 16:00:00,1743.07,7/10/2018 16:00:00,37.04
7/11/2018 16:00:00,187.88,7/11/2018 16:00:00,16.27,7/11/2018 16:00:00,1755,7/11/2018 16:00:00,36.98
7/12/2018 16:00:00,191.03,7/12/2018 16:00:00,16.56,7/12/2018 16:00:00,1796.62,7/12/2018 16:00:00,37.55
7/13/2018 16:00:00,191.33,7/13/2018 16:00:00,16.27,7/13/2018 16:00:00,1813.03,7/13/2018 16:00:00,37.61
7/16/2018 16:00:00,190.91,7/16/2018 16:00:00,16.58,7/16/2018 16:00:00,1822.49,7/16/2018 16:00:00,37.73
7/17/2018 16:00:00,191.45,7/17/2018 16:00:00,16.87,7/17/2018 16:00:00,1843.93,7/17/2018 16:00:00,37.81
7/18/2018 16:00:00,190.4,7/18/2018 16:00:00,16.85,7/18/2018 16:00:00,1842.92,7/18/2018 16:00:00,37.95
7/19/2018 16:00:00,191.88,7/19/2018 16:00:00,16.71,7/19/2018 16:00:00,1812.97,7/19/2018 16:00:00,34.11
7/20/2018 16:00:00,191.44,7/20/2018 16:00:00,16.5,7/20/2018 16:00:00,1813.7,7/20/2018 16:00:00,34.2
7/23/2018 16:00:00,191.44,7/23/2018 16:00:00,16.66,7/23/2018 16:00:00,1802,7/23/2018 16:00:00,33.79
7/24/2018 16:00:00,193,7/24/2018 16:00:00,16.19,7/24/2018 16:00:00,1829.24,7/24/2018 16:00:00,33.52
7/25/2018 16:00:00,194.82,7/25/2018 16:00:00,16.05,7/25/2018 16:00:00,1863.61,7/25/2018 16:00:00,33.89
7/26/2018 16:00:00,194.21,7/26/2018 16:00:00,18.35,7/26/2018 16:00:00,1808,7/26/2018 16:00:00,34.43
7/27/2018 16:00:00,190.98,7/27/2018 16:00:00,18.94,7/27/2018 16:00:00,1817.27,7/27/2018 16:00:00,33.81
7/30/2018 16:00:00,189.91,7/30/2018 16:00:00,19.42,7/30/2018 16:00:00,1779.22,7/30/2018 16:00:00,33.67
7/31/2018 16:00:00,190.29,7/31/2018 16:00:00,18.33,7/31/2018 16:00:00,1777.44,7/31/2018 16:00:00,33.45
8/1/2018 16:00:00,201.5,8/1/2018 16:00:00,18.48,8/1/2018 16:00:00,1797.17,8/1/2018 16:00:00,33.09
8/2/2018 16:00:00,207.39,8/2/2018 16:00:00,18.79,8/2/2018 16:00:00,1834.33,8/2/2018 16:00:00,33.22
8/3/2018 16:00:00,207.99,8/3/2018 16:00:00,18.49,8/3/2018 16:00:00,1823.29,8/3/2018 16:00:00,33.66
8/6/2018 16:00:00,209.07,8/6/2018 16:00:00,19.43,8/6/2018 16:00:00,1847.75,8/6/2018 16:00:00,33.99
8/7/2018 16:00:00,207.11,8/7/2018 16:00:00,19.56,8/7/2018 16:00:00,1862.48,8/7/2018 16:00:00,33.78
8/8/2018 16:00:00,207.25,8/8/2018 16:00:00,19.58,8/8/2018 16:00:00,1886.52,8/8/2018 16:00:00,33.84
8/9/2018 16:00:00,208.88,8/9/2018 16:00:00,19.1,8/9/2018 16:00:00,1898.52,8/9/2018 16:00:00,34.15
8/10/2018 16:00:00,207.53,8/10/2018 16:00:00,19.06,8/10/2018 16:00:00,1886.3,8/10/2018 16:00:00,34.09
8/13/2018 16:00:00,208.87,8/13/2018 16:00:00,19.73,8/13/2018 16:00:00,1896.2,8/13/2018 16:00:00,33.88
8/14/2018 16:00:00,209.75,8/14/2018 16:00:00,20.02,8/14/2018 16:00:00,1919.65,8/14/2018 16:00:00,34.4
8/15/2018 16:00:00,210.24,8/15/2018 16:00:00,19.7,8/15/2018 16:00:00,1882.62,8/15/2018 16:00:00,33.86
8/16/2018 16:00:00,213.32,8/16/2018 16:00:00,19.33,8/16/2018 16:00:00,1886.52,8/16/2018 16:00:00,33.77
8/17/2018 16:00:00,217.58,8/17/2018 16:00:00,19.77,8/17/2018 16:00:00,1882.22,8/17/2018 16:00:00,34.01
