Daily Price,aapl,Daily Price,amd,Daily Price,amzn,Daily Price,ebay
4/4/2019 16:00:00,195.69,4/4/2019 16:00:00,29.09,4/4/2019 16:00:00,1818.86,4/4/2019 16:00:00,38.05
4/5/2019 16:00:00,197,4/5/2019 16:00:00,28.98,4/5/2019 16:00:00,1837.28,4/5/2019 16:00:00,37.84
4/8/2019 16:00:00,200.1,4/8/2019 16:00:00,28.53,4/8/2019 16:00:00,1849.86,4/8/2019 16:00:00,37.81
4/9/2019 16:00:00,199.5,4/9/2019 16:00:00,27.24,4/9/2019 16:00:00,1835.84,4/9/2019 16:00:00,37.75
4/10/2019 16:00:00,200.62,4/10/2019 16:00:00,27.83,4/10/2019 16:00:00,1847.33,4/10/2019 16:00:00,37.72
4/11/2019 16:00:00,198.95,4/11/2019 16:00:00,27.79,4/11/2019 16:00:00,1844.07,4/11/2019 16:00:00,36.32
4/12/2019 16:00:00,198.87,4/12/2019 16:00:00,27.85,4/12/2019 16:00:00,1843.06,4/12/2019 16:00:00,36.17
4/15/2019 16:00:00,199.23,4/15/2019 16:00:00,27.33,4/15/2019 16:00:00,1844.87,4/15/2019 16:00:00,36.23
4/16/2019 16:00:00,199.25,4/16/2019 16:00:00,27.93,4/16/2019 16:00:00,1863.04,4/16/2019 16:00:00,36.39
4/17/2019 16:00:00,203.13,4/17/2019 16:00:00,27.49,4/17/2019 16:00:00,1864.82,4/17/2019 16:00:00,35.97
4/18/2019 16:00:00,203.86,4/18/2019 16:00:00,27.68,4/18/2019 16:00:00,1861.69,4/18/2019 16:00:00,35.98
4/22/2019 16:00:00,204.53,4/22/2019 16:00:00,28.18,4/22/2019 16:00:00,1887.31,4/22/2019 16:00:00,36.15
4/23/2019 16:00:00,207.48,4/23/2019 16:00:00,27.97,4/23/2019 16:00:00,1923.77,4/23/2019 16:00:00,36.67
4/24/2019 16:00:00,207.16,4/24/2019 16:00:00,28.46,4/24/2019 16:00:00,1901.75,4/24/2019 16:00:00,38.52
4/25/2019 16:00:00,205.28,4/25/2019 16:00:00,27.66,4/25/2019 16:00:00,1902.25,4/25/2019 16:00:00,38.11
4/26/2019 16:00:00,204.3,4/26/2019 16:00:00,27.88,4/26/2019 16:00:00,1950.63,4/26/2019 16:00:00,38.36
4/29/2019 16:00:00,204.61,4/29/2019 16:00:00,27.69,4/29/2019 16:00:00,1938.43,4/29/2019 16:00:00,38.25
4/30/2019 16:00:00,200.67,4/30/2019 16:00:00,27.63,4/30/2019 16:00:00,1926.52,4/30/2019 16:00:00,38.75
5/1/2019 16:00:00,210.52,5/1/2019 16:00:00,26.81,5/1/2019 16:00:00,1911.52,5/1/2019 16:00:00,37.8
5/2/2019 16:00:00,209.15,5/2/2019 16:00:00,28.29,5/2/2019 16:00:00,1900.82,5/2/2019 16:00:00,37.59
5/3/2019 16:00:00,211.75,5/3/2019 16:00:00,28.22,5/3/2019 16:00:00,1962.46,5/3/2019 16:00:00,38.28
5/6/2019 16:00:00,208.48,5/6/2019 16:00:00,27.42,5/6/2019 16:00:00,1950.55,5/6/2019 16:00:00,37.88
5/7/2019 16:00:00,202.86,5/7/2019 16:00:00,26.66,5/7/2019 16:00:00,1921,5/7/2019 16:00:00,37.68
5/8/2019 16:00:00,202.9,5/8/2019 16:00:00,27.09,5/8/2019 16:00:00,1917.77,5/8/2019 16:00:00,37.54
5/9/2019 16:00:00,200.72,5/9/2019 16:00:00,27.21,5/9/2019 16:00:00,1899.87,5/9/2019 16:00:00,37.62
5/10/2019 16:00:00,197.18,5/10/2019 16:00:00,27.96,5/10/2019 16:00:00,1889.98,5/10/2019 16:00:00,37.38
5/13/2019 16:00:00,185.72,5/13/2019 16:00:00,26.24,5/13/2019 16:00:00,1822.68,5/13/2019 16:00:00,35.87
5/14/2019 16:00:00,188.66,5/14/2019 16:00:00,27.32,5/14/2019 16:00:00,1840.12,5/14/2019 16:00:00,36.8
5/15/2019 16:00:00,190.92,5/15/2019 16:00:00,27.58,5/15/2019 16:00:00,1871.15,5/15/2019 16:00:00,37.04
5/16/2019 16:00:00,190.08,5/16/2019 16:00:00,28.01,5/16/2019 16:00:00,1907.57,5/16/2019 16:00:00,37.27
5/17/2019 16:00:00,189,5/17/2019 16:00:00,27.5,5/17/2019 16:00:00,1869,5/17/2019 16:00:00,36.9
5/20/2019 16:00:00,183.09,5/20/2019 16:00:00,26.68,5/20/2019 16:00:00,1858.97,5/20/2019 16:00:00,36.56
5/21/2019 16:00:00,186.6,5/21/2019 16:00:00,27.35,5/21/2019 16:00:00,1857.52,5/21/2019 16:00:00,36.58
5/22/2019 16:00:00,182.78,5/22/2019 16:00:00,27.41,5/22/2019 16:00:00,1859.68,5/22/2019 16:00:00,36.31
5/23/2019 16:00:00,179.66,5/23/2019 16:00:00,26.36,5/23/2019 16:00:00,1815.48,5/23/2019 16:00:00,35.95
5/24/2019 16:00:00,178.97,5/24/2019 16:00:00,26.44,5/24/2019 16:00:00,1823.28,5/24/2019 16:00:00,36.13
5/28/2019 16:00:00,178.23,5/28/2019 16:00:00,29.03,5/28/2019 16:00:00,1836.43,5/28/2019 16:00:00,36.22
5/29/2019 16:00:00,177.38,5/29/2019 16:00:00,28.09,5/29/2019 16:00:00,1819.19,5/29/2019 16:00:00,36.1
5/30/2019 16:00:00,178.3,5/30/2019 16:00:00,28.03,5/30/2019 16:00:00,1816.32,5/30/2019 16:00:00,36.38
5/31/2019 16:00:00,175.07,5/31/2019 16:00:00,27.41,5/31/2019 16:00:00,1775.07,5/31/2019 16:00:00,35.93
6/3/2019 16:00:00,173.3,6/3/2019 16:00:00,27.58,6/3/2019 16:00:00,1692.69,6/3/2019 16:00:00,35.62
6/4/2019 16:00:00,179.64,6/4/2019 16:00:00,29.57,6/4/2019 16:00:00,1729.56,6/4/2019 16:00:00,36.54
6/5/2019 16:00:00,182.54,6/5/2019 16:00:00,29.5,6/5/2019 16:00:00,1738.5,6/5/2019 16:00:00,36.56
6/6/2019 16:00:00,185.22,6/6/2019 16:00:00,31.82,6/6/2019 16:00:00,1754.36,6/6/2019 16:00:00,36.81
6/7/2019 16:00:00,190.15,6/7/2019 16:00:00,32.41,6/7/2019 16:00:00,1804.03,6/7/2019 16:00:00,37.51
6/10/2019 16:00:00,192.58,6/10/2019 16:00:00,33.23,6/10/2019 16:00:00,1860.63,6/10/2019 16:00:00,38.12
6/11/2019 16:00:00,194.81,6/11/2019 16:00:00,32.41,6/11/2019 16:00:00,1863.7,6/11/2019 16:00:00,38.23
6/12/2019 16:00:00,194.19,6/12/2019 16:00:00,32.18,6/12/2019 16:00:00,1855.32,6/12/2019 16:00:00,39.02
6/13/2019 16:00:00,194.15,6/13/2019 16:00:00,31.39,6/13/2019 16:00:00,1870.3,6/13/2019 16:00:00,39
6/14/2019 16:00:00,192.74,6/14/2019 16:00:00,30.36,6/14/2019 16:00:00,1869.67,6/14/2019 16:00:00,38.91
6/17/2019 16:00:00,193.89,6/17/2019 16:00:00,29.2,6/17/2019 16:00:00,1886.03,6/17/2019 16:00:00,39.01
6/18/2019 16:00:00,198.45,6/18/2019 16:00:00,30.45,6/18/2019 16:00:00,1901.37,6/18/2019 16:00:00,39.67
6/19/2019 16:00:00,197.87,6/19/2019 16:00:00,30.5,6/19/2019 16:00:00,1908.79,6/19/2019 16:00:00,40.13
6/20/2019 16:00:00,199.46,6/20/2019 16:00:00,30.01,6/20/2019 16:00:00,1918.19,6/20/2019 16:00:00,39.92
6/21/2019 16:00:00,198.78,6/21/2019 16:00:00,29.1,6/21/2019 16:00:00,1911.3,6/21/2019 16:00:00,40.05
6/24/2019 16:00:00,198.58,6/24/2019 16:00:00,29.26,6/24/2019 16:00:00,1913.9,6/24/2019 16:00:00,39.71
6/25/2019 16:00:00,195.57,6/25/2019 16:00:00,28.86,6/25/2019 16:00:00,1878.27,6/25/2019 16:00:00,39.02
6/26/2019 16:00:00,199.8,6/26/2019 16:00:00,29.92,6/26/2019 16:00:00,1897.83,6/26/2019 16:00:00,39.2
6/27/2019 16:00:00,199.74,6/27/2019 16:00:00,30.74,6/27/2019 16:00:00,1904.28,6/27/2019 16:00:00,39.29
6/28/2019 16:00:00,197.92,6/28/2019 16:00:00,30.37,6/28/2019 16:00:00,1893.63,6/28/2019 16:00:00,39.5
7/1/2019 16:00:00,201.55,7/1/2019 16:00:00,31.2,7/1/2019 16:00:00,1922.19,7/1/2019 16:00:00,39.89
7/2/2019 16:00:00,202.73,7/2/2019 16:00:00,31.24,7/2/2019 16:00:00,1934.31,7/2/2019 16:00:00,40.08
7/3/2019 13:00:00,204.41,7/3/2019 13:00:00,31.19,7/3/2019 13:00:00,1939,7/3/2019 13:00:00,39.9
7/5/2019 16:00:00,204.23,7/5/2019 16:00:00,31.5,7/5/2019 16:00:00,1942.91,7/5/2019 16:00:00,39.8
7/8/2019 16:00:00,200.02,7/8/2019 16:00:00,32.04,7/8/2019 16:00:00,1952.32,7/8/2019 16:00:00,39.54
7/9/2019 16:00:00,201.24,7/9/2019 16:00:00,33.15,7/9/2019 16:00:00,1988.3,7/9/2019 16:00:00,39.94
7/10/2019 16:00:00,203.23,7/10/2019 16:00:00,33.79,7/10/2019 16:00:00,2017.41,7/10/2019 16:00:00,40.01
7/11/2019 16:00:00,201.75,7/11/2019 16:00:00,33.06,7/11/2019 16:00:00,2001.07,7/11/2019 16:00:00,39.6
7/12/2019 16:00:00,203.3,7/12/2019 16:00:00,33.21,7/12/2019 16:00:00,2011,7/12/2019 16:00:00,40.06
7/15/2019 16:00:00,205.21,7/15/2019 16:00:00,34.39,7/15/2019 16:00:00,2020.99,7/15/2019 16:00:00,40.27
7/16/2019 16:00:00,204.5,7/16/2019 16:00:00,33.85,7/16/2019 16:00:00,2009.9,7/16/2019 16:00:00,39.92
7/17/2019 16:00:00,203.35,7/17/2019 16:00:00,33.6,7/17/2019 16:00:00,1992.03,7/17/2019 16:00:00,39.03
7/18/2019 16:00:00,205.66,7/18/2019 16:00:00,33,7/18/2019 16:00:00,1977.9,7/18/2019 16:00:00,39.77
7/19/2019 16:00:00,202.59,7/19/2019 16:00:00,32.51,7/19/2019 16:00:00,1964.52,7/19/2019 16:00:00,40.21
7/22/2019 16:00:00,207.22,7/22/2019 16:00:00,32.85,7/22/2019 16:00:00,1985.63,7/22/2019 16:00:00,40.67
7/23/2019 16:00:00,208.84,7/23/2019 16:00:00,33.49,7/23/2019 16:00:00,1994.49,7/23/2019 16:00:00,41.03
7/24/2019 16:00:00,208.67,7/24/2019 16:00:00,34.11,7/24/2019 16:00:00,2000.81,7/24/2019 16:00:00,41.03
7/25/2019 16:00:00,207.02,7/25/2019 16:00:00,33.67,7/25/2019 16:00:00,1973.82,7/25/2019 16:00:00,40.81
7/26/2019 16:00:00,207.74,7/26/2019 16:00:00,34.02,7/26/2019 16:00:00,1943.05,7/26/2019 16:00:00,41.23
7/29/2019 16:00:00,209.68,7/29/2019 16:00:00,33.48,7/29/2019 16:00:00,1912.45,7/29/2019 16:00:00,41.57
7/30/2019 16:00:00,208.78,7/30/2019 16:00:00,33.87,7/30/2019 16:00:00,1898.53,7/30/2019 16:00:00,41.38
7/31/2019 16:00:00,213.04,7/31/2019 16:00:00,30.45,7/31/2019 16:00:00,1866.78,7/31/2019 16:00:00,41.19
8/1/2019 16:00:00,208.43,8/1/2019 16:00:00,29.86,8/1/2019 16:00:00,1855.32,8/1/2019 16:00:00,41.1
8/2/2019 16:00:00,204.02,8/2/2019 16:00:00,29.44,8/2/2019 16:00:00,1823.24,8/2/2019 16:00:00,40.58
8/5/2019 16:00:00,193.34,8/5/2019 16:00:00,27.99,8/5/2019 16:00:00,1765.13,8/5/2019 16:00:00,38.81
8/6/2019 16:00:00,197,8/6/2019 16:00:00,28.86,8/6/2019 16:00:00,1787.83,8/6/2019 16:00:00,39.69
8/7/2019 16:00:00,199.04,8/7/2019 16:00:00,29.19,8/7/2019 16:00:00,1793.4,8/7/2019 16:00:00,39.72
8/8/2019 16:00:00,203.43,8/8/2019 16:00:00,33.92,8/8/2019 16:00:00,1832.89,8/8/2019 16:00:00,41.25
8/9/2019 16:00:00,200.99,8/9/2019 16:00:00,34.19,8/9/2019 16:00:00,1807.58,8/9/2019 16:00:00,40.31
8/12/2019 16:00:00,200.48,8/12/2019 16:00:00,32.43,8/12/2019 16:00:00,1784.92,8/12/2019 16:00:00,39.74
8/13/2019 16:00:00,208.97,8/13/2019 16:00:00,32.11,8/13/2019 16:00:00,1824.34,8/13/2019 16:00:00,40.98
8/14/2019 16:00:00,202.75,8/14/2019 16:00:00,30.24,8/14/2019 16:00:00,1762.96,8/14/2019 16:00:00,39.64
8/15/2019 16:00:00,201.74,8/15/2019 16:00:00,29.67,8/15/2019 16:00:00,1776.12,8/15/2019 16:00:00,39.44
8/16/2019 16:00:00,206.5,8/16/2019 16:00:00,31.18,8/16/2019 16:00:00,1792.57,8/16/2019 16:00:00,40.02
8/19/2019 16:00:00,210.35,8/19/2019 16:00:00,31.48,8/19/2019 16:00:00,1816.12,8/19/2019 16:00:00,40.39
8/20/2019 16:00:00,210.36,8/20/2019 16:00:00,30.72,8/20/2019 16:00:00,1801.38,8/20/2019 16:00:00,40.03
8/21/2019 16:00:00,212.64,8/21/2019 16:00:00,31.7,8/21/2019 16:00:00,1823.54,8/21/2019 16:00:00,40.38
8/22/2019 16:00:00,212.46,8/22/2019 16:00:00,31.9,8/22/2019 16:00:00,1805.6,8/22/2019 16:00:00,40
8/23/2019 16:00:00,202.64,8/23/2019 16:00:00,29.54,8/23/2019 16:00:00,1749.62,8/23/2019 16:00:00,38.7
8/26/2019 16:00:00,206.49,8/26/2019 16:00:00,30.28,8/26/2019 16:00:00,1768.87,8/26/2019 16:00:00,39.4
8/27/2019 16:00:00,204.16,8/27/2019 16:00:00,30.2,8/27/2019 16:00:00,1761.83,8/27/2019 16:00:00,39
8/28/2019 16:00:00,205.53,8/28/2019 16:00:00,30.78,8/28/2019 16:00:00,1764.25,8/28/2019 16:00:00,40.09
8/29/2019 16:00:00,209.01,8/29/2019 16:00:00,31.45,8/29/2019 16:00:00,1786.4,8/29/2019 16:00:00,40.53
8/30/2019 16:00:00,208.74,8/30/2019 16:00:00,31.45,8/30/2019 16:00:00,1776.29,8/30/2019 16:00:00,40.29
9/3/2019 16:00:00,205.7,9/3/2019 16:00:00,30.9,9/3/2019 16:00:00,1789.84,9/3/2019 16:00:00,39.74
9/4/2019 16:00:00,209.19,9/4/2019 16:00:00,30.95,9/4/2019 16:00:00,1800.62,9/4/2019 16:00:00,39.64
9/5/2019 16:00:00,213.28,9/5/2019 16:00:00,31.5,9/5/2019 16:00:00,1840.72,9/5/2019 16:00:00,40.8
9/6/2019 16:00:00,213.26,9/6/2019 16:00:00,30.56,9/6/2019 16:00:00,1833.51,9/6/2019 16:00:00,40.37
9/9/2019 16:00:00,214.17,9/9/2019 16:00:00,30.5,9/9/2019 16:00:00,1831.35,9/9/2019 16:00:00,41.4
9/10/2019 16:00:00,216.7,9/10/2019 16:00:00,30.23,9/10/2019 16:00:00,1820.55,9/10/2019 16:00:00,40.27
9/11/2019 16:00:00,223.59,9/11/2019 16:00:00,29.76,9/11/2019 16:00:00,1822.99,9/11/2019 16:00:00,39.9
9/12/2019 16:00:00,223.09,9/12/2019 16:00:00,30.21,9/12/2019 16:00:00,1843.55,9/12/2019 16:00:00,40.29
9/13/2019 16:00:00,218.75,9/13/2019 16:00:00,30.69,9/13/2019 16:00:00,1839.34,9/13/2019 16:00:00,40.37
9/16/2019 16:00:00,219.9,9/16/2019 16:00:00,30.83,9/16/2019 16:00:00,1807.84,9/16/2019 16:00:00,40.3
9/17/2019 16:00:00,220.7,9/17/2019 16:00:00,30.99,9/17/2019 16:00:00,1822.55,9/17/2019 16:00:00,40.53
9/18/2019 16:00:00,222.77,9/18/2019 16:00:00,30.42,9/18/2019 16:00:00,1817.46,9/18/2019 16:00:00,40.36
9/19/2019 16:00:00,220.96,9/19/2019 16:00:00,30.29,9/19/2019 16:00:00,1821.5,9/19/2019 16:00:00,40.4
9/20/2019 16:00:00,217.73,9/20/2019 16:00:00,30.05,9/20/2019 16:00:00,1794.16,9/20/2019 16:00:00,40.36
9/23/2019 16:00:00,218.72,9/23/2019 16:00:00,30.64,9/23/2019 16:00:00,1785.3,9/23/2019 16:00:00,40.24
9/24/2019 16:00:00,217.68,9/24/2019 16:00:00,29.52,9/24/2019 16:00:00,1741.61,9/24/2019 16:00:00,39.56
9/25/2019 16:00:00,221.03,9/25/2019 16:00:00,29.54,9/25/2019 16:00:00,1768.33,9/25/2019 16:00:00,39.24
9/26/2019 16:00:00,219.89,9/26/2019 16:00:00,29.47,9/26/2019 16:00:00,1739.84,9/26/2019 16:00:00,38.92
9/27/2019 16:00:00,218.82,9/27/2019 16:00:00,28.72,9/27/2019 16:00:00,1725.45,9/27/2019 16:00:00,38.37
9/30/2019 16:00:00,223.97,9/30/2019 16:00:00,28.99,9/30/2019 16:00:00,1735.91,9/30/2019 16:00:00,38.98
10/1/2019 16:00:00,224.59,10/1/2019 16:00:00,28.76,10/1/2019 16:00:00,1735.65,10/1/2019 16:00:00,38.54
10/2/2019 16:00:00,218.96,10/2/2019 16:00:00,28.31,10/2/2019 16:00:00,1713.23,10/2/2019 16:00:00,38.17
10/3/2019 16:00:00,220.82,10/3/2019 16:00:00,28.68,10/3/2019 16:00:00,1724.42,10/3/2019 16:00:00,37.95
10/4/2019 16:00:00,227.01,10/4/2019 16:00:00,29.01,10/4/2019 16:00:00,1739.65,10/4/2019 16:00:00,38.31
10/7/2019 16:00:00,227.06,10/7/2019 16:00:00,28.93,10/7/2019 16:00:00,1732.66,10/7/2019 16:00:00,37.82
10/8/2019 16:00:00,224.4,10/8/2019 16:00:00,28.23,10/8/2019 16:00:00,1705.51,10/8/2019 16:00:00,37.32
10/9/2019 16:00:00,227.03,10/9/2019 16:00:00,28.46,10/9/2019 16:00:00,1721.99,10/9/2019 16:00:00,37.85
10/10/2019 16:00:00,230.09,10/10/2019 16:00:00,28.38,10/10/2019 16:00:00,1720.26,10/10/2019 16:00:00,37.93
10/11/2019 16:00:00,236.21,10/11/2019 16:00:00,29.75,10/11/2019 16:00:00,1731.92,10/11/2019 16:00:00,38.55
10/14/2019 16:00:00,235.87,10/14/2019 16:00:00,30.53,10/14/2019 16:00:00,1736.43,10/14/2019 16:00:00,38.36
10/15/2019 16:00:00,235.32,10/15/2019 16:00:00,30.72,10/15/2019 16:00:00,1767.38,10/15/2019 16:00:00,38.88
10/16/2019 16:00:00,234.37,10/16/2019 16:00:00,30.81,10/16/2019 16:00:00,1777.43,10/16/2019 16:00:00,38.92
10/17/2019 16:00:00,235.28,10/17/2019 16:00:00,31.14,10/17/2019 16:00:00,1787.48,10/17/2019 16:00:00,39.09
10/18/2019 16:00:00,236.41,10/18/2019 16:00:00,30.97,10/18/2019 16:00:00,1757.51,10/18/2019 16:00:00,38.82
10/21/2019 16:00:00,240.51,10/21/2019 16:00:00,32.03,10/21/2019 16:00:00,1785.66,10/21/2019 16:00:00,39.26
10/22/2019 16:00:00,239.96,10/22/2019 16:00:00,31.51,10/22/2019 16:00:00,1765.73,10/22/2019 16:00:00,38.94
10/23/2019 16:00:00,243.18,10/23/2019 16:00:00,31.36,10/23/2019 16:00:00,1762.17,10/23/2019 16:00:00,39.2
10/24/2019 16:00:00,243.58,10/24/2019 16:00:00,31.72,10/24/2019 16:00:00,1780.78,10/24/2019 16:00:00,35.62
10/25/2019 16:00:00,246.58,10/25/2019 16:00:00,32.71,10/25/2019 16:00:00,1761.33,10/25/2019 16:00:00,35.84
10/28/2019 16:00:00,249.05,10/28/2019 16:00:00,33.69,10/28/2019 16:00:00,1777.08,10/28/2019 16:00:00,35.94
10/29/2019 16:00:00,243.29,10/29/2019 16:00:00,33.03,10/29/2019 16:00:00,1762.71,10/29/2019 16:00:00,36.11
10/30/2019 16:00:00,243.26,10/30/2019 16:00:00,33.13,10/30/2019 16:00:00,1779.99,10/30/2019 16:00:00,35.86
10/31/2019 16:00:00,248.76,10/31/2019 16:00:00,33.93,10/31/2019 16:00:00,1776.66,10/31/2019 16:00:00,35.25
11/1/2019 16:00:00,255.82,11/1/2019 16:00:00,34.89,11/1/2019 16:00:00,1791.44,11/1/2019 16:00:00,35.25
11/4/2019 16:00:00,257.5,11/4/2019 16:00:00,36.29,11/4/2019 16:00:00,1804.66,11/4/2019 16:00:00,35.41
11/5/2019 16:00:00,257.13,11/5/2019 16:00:00,36.15,11/5/2019 16:00:00,1801.71,11/5/2019 16:00:00,35.48
11/6/2019 16:00:00,257.24,11/6/2019 16:00:00,35.93,11/6/2019 16:00:00,1795.77,11/6/2019 16:00:00,35.5
11/7/2019 16:00:00,259.43,11/7/2019 16:00:00,36.28,11/7/2019 16:00:00,1788.2,11/7/2019 16:00:00,34.89
11/8/2019 16:00:00,260.14,11/8/2019 16:00:00,36.29,11/8/2019 16:00:00,1785.88,11/8/2019 16:00:00,35.14
11/11/2019 16:00:00,262.2,11/11/2019 16:00:00,36.31,11/11/2019 16:00:00,1771.65,11/11/2019 16:00:00,35.25
11/12/2019 16:00:00,261.96,11/12/2019 16:00:00,36.71,11/12/2019 16:00:00,1778,11/12/2019 16:00:00,35.07
11/13/2019 16:00:00,264.47,11/13/2019 16:00:00,37.52,11/13/2019 16:00:00,1753.11,11/13/2019 16:00:00,34.64
11/14/2019 16:00:00,262.64,11/14/2019 16:00:00,38.35,11/14/2019 16:00:00,1754.6,11/14/2019 16:00:00,34.96
11/15/2019 16:00:00,265.76,11/15/2019 16:00:00,38.56,11/15/2019 16:00:00,1739.49,11/15/2019 16:00:00,35.27
11/18/2019 16:00:00,267.1,11/18/2019 16:00:00,39.88,11/18/2019 16:00:00,1752.53,11/18/2019 16:00:00,35.1